text,label,sub,verb,obj
"if u miss first leg of ur flight , you have to pay hundreds of s just to keep your second leg ? how much to keep my earned miles ?",0,3,8,3
hi is there a way we can check to track the flight that will arrive amp that will be our flight to depart .,1,1,8,1
will these prices be honored ? ive waited this hours on hold to make sure i can still get the prices i originally started,0,3,8,3
all they said was delayed due to mechanical issues . i m looking for something a little more specific .,0,3,12,3
anyone there ? did you read my dm ?,0,3,12,2
"thank you , truly appreciate the help , just sent a dm",0,2,12,3
thanks to you customers like me stay loyal . from check in to landing .,0,1,8,3
did you guys get rid of the functionality on http t . co r oqaveo i to put a reservation on hold for hours ? i don t see it,0,0,12,2
"also the problem is not calling us at all . other airlines send an automatic call and email , and they rebook as a courtesy .",0,3,8,1
"i m flying with your competitor today , starts with an u and ends with d . i will never make that mistake again . americanforlife",0,3,8,3
who do i report missing baggage to when baggage claim leaves before midnight ?,0,3,8,3
you don t have to do this our fleet s on fleek . http t . co izfofgjzui ?,1,2,8,3
well we should have been told that before we were sitting on the plane for an hour to have the option of not getting on .,0,1,11,1
is there anyone online that can help . . . the flight leaves in hrs,1,3,8,3
according to your costumer support your website is holding my money hostage and you cant do anything about it . .,0,0,8,2
care to elaborate on why cha to dca is cancelled flightled this evening ?,0,3,12,3
she spoke with someone this am and was told that breast pumps aren t medical equipment and that she should have planned better .,0,3,12,3
"you can t control turbulence , but you can control customer experience , lot of scared people up here .",0,2,4,3
"so i am flying chicago lax phx just to go spotting at lax and phx airports , then i am flying back to chicago )",1,3,7,3
honestly how is it quickly as possible i ve been on hold sine pm ? everyone that answers has to send me to someone else .,0,3,8,3
another week has passed and i hoped that i would have had a response by now,0,3,12,3
your announcement for pre boarding only addresses mobility . my disability requires me to travel with a lot of stuff . do i preboard ?,1,3,8,1
i need help with a reservation purchased on but operated on can t get through on the,0,3,8,3
thanks for taking me back home today despite pandora s best efforts to cancelled flight the flight . jetblue backhome noplacelikehome,0,1,8,3
new ceo seeks the right balance to please passengers and wall . . . weyburn review http t . co rtqyjcvtq,1,3,8,3
i love your flights ! but theres always some delay unfortunately,0,3,8,2
right ? we re delayed so i m crabby . ) also why do you allow one family member to purchase earlybird check in and hold rows ?,0,1,8,3
ah if only we could get through . we ve tried for over hrs . can we call,0,1,6,1
great flight into pvd . smallest plane i have ever been on and smoothest landing ever !,0,3,8,3
have an agent with reservations contact me instead of asking me to waste my time by sitting on the phone for hours,0,1,8,1
"wasn t trying to cancelled flight , just trying to change my award ticket , same date and place , but thanks for sending the link , i know the fee",0,3,8,3
how are flights looking for tomorrow morning from nashville ( bna ) to fort lauderdale ( fll ) ? !,1,3,8,3
nothing was available . male flight crew was not nice dismissive . big guy was standby and probably didn t even pay .,0,3,12,3
tsa pre isn t showing up on my boarding passes and i ve followed all of the steps . please help .,0,3,6,1
oh no she left the counter and went downstairs . then she told elise an agent that joined her not to come over to counter .,0,3,12,3
since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport ?,0,1,7,2
hours after landing in atl amp i still do not have my bags . . . which means no clothes or makeup ! ! ! unitedairlines nothappy,0,3,8,1
now you re sending a gate agent to talk to us ? joke of an airline . thanks for ruining my vacation . neverflyaaagain,0,2,7,3
"secondly , we did not begin boarding on time despite our aircraft being present and deplaned . thus we left over min late flight",0,1,12,1
"sadly , no ! i have the app , but it also is experiencing difficulties . the flight information boards are keeping me updated .",0,3,8,3
but i just missed it because no one is at the gate to marshall us in so now i have to rent a car amp drive hrs . so thanks .,0,3,12,3
any update on the computer outtage affecting flights ? is this national or just northeast ? eta on resolution ?,1,3,8,3
how does united refuse to reissue a lost voucher when their plane didn t take off due to mechanics ? badcustomerservice,0,3,8,3
what is wrong with you guys and your inability to get planes in and out of philly on time . our pilot gave us a answer that was bs,0,3,8,2
"bags left behind because plane overweight , be great if knew as soon as we landed , instead letting us wait minutes with no info .",0,3,12,3
so funny that my boarding pass said priority a because clearly i am not a priority to this airline,0,1,12,3
"i understand weather is not your fault , but as a frequent flyer i expected better customer service . i ll be trying",0,3,8,2
for my delay and you know what i get a we don t credit anybody back a supervisor who cut me off when speaking,0,2,8,1
well lucky i only fly jb . . i guess i would be even more squished on any other airline,0,3,4,3
pres ceo gary kelly at therofo addressing of his bwi based employees . http t . co oi uq ttz,1,0,8,3
"customer service is dead . last wk , flts delayed cancelled flighted . bags lost days . last nt , flt delayed cancelled flighted . no meal voucher ?",0,3,8,3
you are the easiest airline to deal with . . i loveeee you so much,0,2,8,3
dispatcher keeps yelling and hung up on me !,0,3,8,1
please help ! left my ipad air on my flight from nyc to paris yesterday and can t get in touch with anyone locally . what to do ?,1,1,4,1
"thanks , but they told him he couldn t a few hours ago , then my plane left after i tried to do it . stuck waiting for hours now",0,3,12,3
are people going to answer our calls ?,0,0,8,1
"although it wasn t totally the answer i was looking for , i appreciate the prompt response .",0,3,8,3
your cabin thank you message reminds people about having choices when they fly . i will be choosing another airline next time .,0,2,3,2
will i be charged a fee to do so ?,1,3,4,3
of us are stranded and flying from new orleans to huston tonight and we will be stuck there for two days . rather fly than wait .,0,1,2,1
reflight booking problemss in last days and each time united wait time was lt seconds ! kudos to you for excellent customer service !,0,3,12,2
i do not want to deal with your customer service agents with no practical knowledge . provide me with a direct contact .,0,3,8,2
"beware , barklays bank has terrible cust service . will not assist , only know to go by badly written book ( in english ) .",0,3,8,3
i lt flying va but life happens and i am trying to change my trip jperhi can you help . va home page will not let me ?,1,3,7,1
already did amp an automated voice told us to wait hours . they have yet to call back .,0,1,12,1
